CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Ballymount Stores,Concert B Ends,CNCRETHW53865,CNCRETHGM53866,LBADVA71191100660,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,26/08/2019,Adva 10K Single Fibre SFP,06/09/2019,1,1,0,1,0,0,0,0
Cork Office,Abbvie Inc,ABBVETHW52777,ABBVETHICG52778,LBADVA71185102186,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,27/08/2019,Adva 10K Dual Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54373,CNCRETHGM54374,LBADVA71191100662,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,27/08/2019,Adva 10K Dual Fibre SFP,05/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,SYNOPTIC COMMUNICATIONS,SYNOETHW54115,SYNOETHGIP54116,LBADVA71185102151,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,27/08/2019,Adva 10K Dual Fibre SFP,02/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,TELIA CARRIER IRELAND LIMITED ,TCILETHW54197,TCILETHG54198,LBADVA71191100630,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,28/08/2019,Adva 10K Single Fibre SFP,02/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Bank Of Ireland,BOIDETHW44557,BOIDETHGIPCI44558,LBADVA71185102121,,ADVA 201,Donegal,P.Fox,N/A - Adva Electrical Port,28/08/2019,Adva 10K Dual Fibre SFP,28/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53121,STSTETHG54318,LBADVA71191602722,,ADVA XG210,Dublin,S.Davidson,Adva Multimode SFP (10k),29/08/2019,Adva 10Gig XFP (10km),16/09/2019,1,2,0,0,1,0,0,0
Cork Office,PIVOTAL SOFTWARE INTERNATIONAL,PIVOETHW52060,PIVOETHGIP52061,LBADVA71191100634,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,29/08/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53113,STSTETHG54325,LBADVA71192200397,,ADVA XG210,Dublin,S.Davidson,Adva Multimode SFP (10k),29/08/2019,Adva 10Gig XFP (10km),16/09/2019,1,2,0,0,1,0,0,0
Cork Office,Premiere Conferencing,PREMETHW54375,PREMETHGIP54377,LBADVA71185102194,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,29/08/2019,Adva 80K Dual Fibre SFP,09/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53116,STSTETHG54327,LBADVA71192204256,,ADVA XG210,Dublin,S.Mernagh,Adva Multimode SFP (10k),30/08/2019,Adva 10Gig XFP (10km),16/09/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53138,STSTETHG54326,LBADVA71184301700,,ADVA 201,Kilkenny,S.Mernagh,N/A - Adva Electrical Port,30/08/2019,Adva 10K Single Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54413,CNCRETHGM54414,LBADVA71184301716,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,02/09/2019,Adva 10K Single Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Sprint,SPRNETHW54371,SPRNETHG54372,LBADVA71184301713,,ADVA 201,Mayo,S.Davidson,N/A - Adva Electrical Port,02/09/2019,Adva 10K Dual Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53140,STSTETHG54323,LBADVA71184301677,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,02/09/2019,Adva 10K Single Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW52841,STSTETHG54323,LBADVA71191602739,,ADVA XG210,Kilkenny,S.Davidson,Adva Multimode SFP (10k),02/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Ulster Bank Ireland,ULSTETHW54021,ULSTETHG54022,LBADVA71185102203,,ADVA 201,Cavan,P.Fox,N/A - Adva Electrical Port,02/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Cork Office,Airtricity,AIRTETHW54236,AIRTETHGG54237,LBADVA71185102205,,ADVA 201,Waterford,S.Mernagh,N/A - Adva Electrical Port,02/09/2019,Adva 10K Single Fibre SFP,20/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Hutch,HTCHETHW52973,HTCHETHGG52974,LBADVA70192507206,1-879483271,ADVA XG210,DUBLIN,P.Fox,Adva 10Gig XFP (10k),02/09/2019,Adva 10Gig XFP (10km),16/09/2019,1,2,0,0,1,0,0,0
Engineer Collected,Equant,ORBSETHW54332,ORBSETHG54333,LBADVA71185102197,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,02/09/2019,Adva 10K Dual Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Abbvie Inc,ABBVETHW53623,ABBVETHICG53624,LBADVA71185102148,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,03/09/2019,Adva 10K Single Fibre SFP,29/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW54441,COLTETHG54442,LBADVA71185102204,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,03/09/2019,Adva 10K Single Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54415,CNCRETHGM54416,LBADVA71185102149,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,03/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54443,CNCRETHGM54444,LBADVA71191100650,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,04/09/2019,Adva 10K Single Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,Abbvie Inc,ABBVETHW53627,ABBVETHICG53628,LBADVA71185102180,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,04/09/2019,Adva 10K Single Fibre SFP,29/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Abbvie Inc,ABBVETHW52775,ABBVETHICG52776,LBADVA71185102147,,ADVA 201,Sligo,G.Moran,N/A - Adva Electrical Port,04/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW54535,WOCMETHG54536,LBADVA71185102138,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,04/09/2019,Adva 10K Dual Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,GS Test XG210 - TH8-BMT-EU,TH8-BMT-EU,TH8-BMT-EU,800009f0030080eae3e130,1-111111118,ADVA XG210,DUBLIN,N.Sexton,Adva 10G XFP 10km,05/09/2019,Adva 10G XFP 10km,05/09/2019,1,2,0,0,1,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54436,CNCRETHGM54438,EOPL184700194,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,05/09/2019,Adva 10K Single Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Kingspan,KINGETHW53545,KINGETHG53546,FXS2326Q12D,1-880702731,CISCO ASR1001,DUBLIN,N.Sexton,N/A,10/09/2019,N/A,25/09/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54695,CNCRETHICG54696,LBADVA71185102118,,ADVA 201,Roscommon,S.Davidson,N/A - Adva Electrical Port,11/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,GTT-EMEA LTD,GTTEETHW54613,GTTEETHG54614,LBADVA71184301659,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,11/09/2019,Adva 10K Single Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Abbvie Inc,ABBVETHW54105,ABBVETHICG54106,LBADVA71184301643,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,12/09/2019,Adva 10K Single Fibre SFP,15/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Hutch,HTCHETHW52975,HTCHETHGG52976,LBADVA71182500144,1-879475461,ADVA XG210,DUBLIN,P.Fox,Adva 10G XFP 10km,12/09/2019,Adva 10G XFP 10km,23/09/2019,1,2,0,0,1,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW54519,WOCMETHG54520,LBADVA71184301662,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,12/09/2019,Adva 10K Dual Fibre SFP,24/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Austinbrook Ltd,AUSTETHW54633,AUSTETHGIP54634,LBADVA71184301691,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,13/09/2019,Adva 10K Dual Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Cork Office,Concert B Ends,CNCRETHW53855,CNCRETHGM53856,LBADVA71184301645,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,13/09/2019,Adva 10K Dual Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Cork Office,Colt Telecom,COLTETHW54575,COLTETHG54576,LBADVA71184301653,,ADVA 201,Cork,M.Atkey,N/A - Adva Electrical Port,13/09/2019,Adva 10K Single Fibre SFP,16/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Abbvie Inc,ABBVETHW54107,ABBVETHICG54108,LBADVA71191100632,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,16/09/2019,Adva 10K Dual Fibre SFP,17/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW54825,WOCMETHG54826,LBADVA71184301667,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,16/09/2019,Adva 10K Dual Fibre SFP,08/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54821,CNCRETHGM54822,LBADVA71184301689,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,16/09/2019,Adva 10K Dual Fibre SFP,04/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53114,STSTETHG54316,LBADVA71191100649,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,17/09/2019,Adva 10K Single Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,DU0850 Connolly Station - THREE,NA,N/A,0000197f0000dcb08202e43d,1-777777777,NOKIA 7210 SAS-MXP,DUBLIN,N.Sexton,N/A,18/09/2019,N/A,25/09/2019,1,1,0,0,0,0,0,1
Ballymount Stores,O2,ESDGETHW54314,ESDGETHG54315,LBADVA71184101718,,ADVA 201,Dublin,M.Atkey,Adva Dual Fibre SFP (10k),20/09/2019,Adva 10K Dual Fibre SFP,25/09/2019,1,2,0,1,0,0,0,0
Engineer Collected,O2,ESDGETHW54313,ESDGETHG54315,LBADVA71192200331,,ADVA XG210,Dublin,M.Atkey,Adva 10G XFP 10km,20/09/2019,Adva 10K Dual Fibre SFP,02/10/2019,1,2,0,0,1,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54724,CNCRETHICG54726,LBADVA71184301647,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,23/09/2019,Adva 10K Single Fibre SFP,26/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Kingspan,KINGETHW53547,KINGETHG53548,FXS2326Q11U,1-880712331,CISCO ASR1001,DUBLIN,N.Sexton,N/A,23/09/2019,N/A,30/09/2019,1,1,0,0,0,1,0,0
Cork Office,Concert B Ends,CNCRETHW54839,CNCRETHGM54840,LBADVA71192004077,,ADVA 201,Cork,P.Fox,N/A - Adva Electrical Port,24/09/2019,Adva 10K Single Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW53853,CNCRETHGM53854,LBADVA71192004074,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,24/09/2019,Adva 10K Dual Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Cork Office,Equant,ORBSETHW54737,ORBSETHGIP54738,LBADVA71192004032,,ADVA 201,Cork,D.Carty,N/A - Adva Electrical Port,24/09/2019,Adva 10K Single Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Digiweb,DIGIETHW54823,DIGIETHG54824,LBADVA71191100658,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,25/09/2019,Adva 10K Single Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Equant,ORBSETHW54796,ORBSETHG54797,LBADVA71192003970,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,25/09/2019,Adva 10K Single Fibre SFP,26/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54915,CNCRETHGM54917,LBADVA71192004067,,ADVA 201,Kildare,S.Davidson,Adva Dual Fibre SFP (10k),25/09/2019,Adva 10K Dual Fibre SFP,14/10/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW53543,AIRTETHG53544,LBADVA71192003989,,ADVA 201,Wexford,G.Moran,N/A - Adva Electrical Port,26/09/2019,Adva 40K Single Fibre SFP,26/09/2019,1,1,0,1,0,0,0,0
Limerick Office,Concert B Ends,CNCRETHW53859,CNCRETHGM53860,LBADVA71192004019,,ADVA 201,Limerick,S.Davidson,N/A - Adva Electrical Port,26/09/2019,Adva 10K Single Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Airtricity,AIRTETHW53541,AIRTETHG53542,LBADVA71192003998,,ADVA 201,Wexford,G.Moran,N/A - Adva Electrical Port,26/09/2019,Adva 80K Dual Fibre SFP,26/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Daiwa,NA,DAIWETHGM29478,FDO2319A0F8,1-892879349,CISCO ISR 4331-K9,DUBLIN,N.Sexton,N/A,26/09/2019,N/A,26/09/2019,1,1,0,0,0,1,0,0
Ready For Staging,Daiwa,NA,DAIWETHGM29446,,1-892878402,CISCO ISR 4331-K9,DUBLIN,N.Sexton,N/A,26/09/2019,N/A,26/09/2019,1,1,0,0,0,1,0,0
Ready For Staging,Daiwa,NA,DAIWETHGM29444,,1-892878903,CISCO ISR 4331-K9,DUBLIN,N.Sexton,N/A,26/09/2019,N/A,26/09/2019,1,1,0,0,0,1,0,0
Engineer Collected,Equant,ORBSETHW54293,ORBSETHG54294,LBADVA71185102136,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,26/09/2019,Adva 10K Dual Fibre SFP,18/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Zurich Insurance,ZURCETHW52293,ZURCETHG52294,LBADVA71192003982,,ADVA 201,Dublin,D.Carty,Adva 10G XFP 10km,26/09/2019,Adva 10K Single Fibre SFP,07/10/2019,1,2,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54819,CNCRETHGM54820,LBADVA71192004009,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,27/09/2019,Adva 10K Dual Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Cork Office,GTT-EMEA LTD,GTTEETHW54722,GTTEETHG54723,LBADVA71192004079,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,27/09/2019,Adva 10K Single Fibre SFP,30/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Irish Telecom,ITELETHW54794,ITELETHG54795,LBADVA71192003975,,ADVA 201,Wicklow,S.Davidson,N/A - Adva Electrical Port,30/09/2019,Adva 10K Dual Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW54778,WOCMETHG54779,LBADVA71192004069,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,30/09/2019,Adva 10K Dual Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland ,STSTETHW53293 ,STSTETHG54327,LBADVA71192003982,1-898991466,ADVA GE201,DUBLIN,N.Sexton,N/A - Adva Electrical Port,30/09/2019,Adva 10K Dual Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55017,CNCRETHICG55018,LBADVA71192003976,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,30/09/2019,Adva 10K Dual Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Ready For Staging,DU0977 Lansdowne House - THREE,HTCHETHW54733,HTCHETHG54734,,1-885288401,NOKIA 7210 SAS-MXP,DUBLIN,N.Sexton,N/A,30/09/2019,N/A,07/10/2019,1,1,0,0,0,0,0,1
Ballymount Stores,Airtricity,AIRTETHW53541,AIRTETHG53542,FDO2324A1KT,1-882207026,CISCO ISR 4331-K9,WEXFORD,N.Sexton,N/A,30/09/2019,N/A,07/11/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Airtricity,AIRTETHW53543,AIRTETHG53544,FDO2326A3FK,1-882212450,CISCO ISR 4331-K9,WEXFORD,N.Sexton,N/A,30/09/2019,N/A,07/11/2019,1,1,0,0,0,1,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW54939,WOCMETHG54940,LBADVA71192003910,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,01/10/2019,Adva 10K Dual Fibre SFP,11/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Pure Telecom Limited,PUREETHW54359,PUREETHGIP54360,LBADVA71192004075,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,01/10/2019,Adva 10K Single Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW54439,GTTEETHG54440,LBADVA71192004003,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,02/10/2019,Adva 10K Dual Fibre SFP,17/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW54653,WOCMETHG54654,LBADVA71192003993,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,03/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Daiwa Europe - SMT Fund Services,DAIWETHW29397,DAIWETHGM29476,FDO2331M553,1-881692208,CISCO ISR 4351-K9,DUBLIN,N.Sexton,N/A,03/10/2019,N/A,24/10/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Daiwa Europe - SMT Fund Services,DAIWETHW29452,DAIWETHGM29453,FDO2331M556,1-881695733,CISCO ISR 4351-K9,DUBLIN,N.Sexton,N/A,03/10/2019,N/A,24/10/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54841,CNCRETHGM54842,LBADVA71192003965,,ADVA 201,Clare,P.Fox,N/A - Adva Electrical Port,03/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Cork Office,Concert B Ends,CNCRETHW54417,CNCRETHGM54418,LBADVA71192003996,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,03/10/2019,Adva 10K Dual Fibre SFP,30/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54920,CNCRETHGM54922,LBADVA71192003994,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,03/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54031,CNCRETHGM54032,LBADVA71192004035,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,04/10/2019,Adva 10K Single Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW53713,CNCRETHG53714,LBADVA71192004083,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,04/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54975,CNCRETHGM54976,LBADVA71192004001,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,07/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55135,CNCRETHGM55136,LBADVA71192004042,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,07/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,WT0034 Towercom Gallows Hill - THREE,NA,N/A,0000197f0000dcb082022665,1-432546768,NOKIA 7210 SAS-MXP,WATERFORD,N.Sexton,N/A,07/10/2019,N/A,21/10/2019,1,1,0,0,0,0,0,1
Engineer Collected,Colt Telecom,COLTETHW55000,COLTETHG55001,LBADVA71192004018,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,08/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,GTT-EMEA LTD,GTTEETHW54330,GTTEETHG54331,LBADVA71192004000,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,08/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Host Ireland,HOSTETHW54956,HOSTETHG54957,LBADVA71192004052,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,08/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54716,CNCRETHGM54717,LBADVA71192004040,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,08/10/2019,Adva 10K Single Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Limerick Office,Colt,COLTETHW55006,COLTETHG55007,LBADVA71192004030,,ADVA 201,Limerick,G.Moran,N/A - Adva Electrical Port,08/10/2019,Adva 10K Single Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55283,CNCRETHGM55285,LBADVA71192004045,1-899435501,ADVA 201,Dublin,P.Fox,Adva Dual Fibre SFP (10k),10/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW55193,CNCRETHGM55194,LBADVA71192003984,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,11/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Cork Office,AT and T,ATATETHW55058,ATATETHG55059,LBADVA71192301040,,ADVA 201,Cork,P.Fox,N/A - Adva Electrical Port,14/10/2019,Adva 10K Dual Fibre SFP,30/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Ulster Bank Ireland,ULSTETHW47725,ULSTETHG47726,LBADVA71192301064,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,14/10/2019,Adva 10K Dual Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW54474,GLCRETHG54475,LBADVA71192300973,1-898826621,ADVA 201,Dublin,M.Atkey,Adva Dual Fibre SFP (10k),14/10/2019,Adva 10K Single Fibre SFP,06/11/2019,1,2,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54913,CNCRETHGM54914,FA70194004422,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,14/10/2019,Adva 10K Dual Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,Blue Planet Networks,BPLAETHW55144,BPLAETHGIP55145,LBADVA71192300973,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,15/10/2019,Adva 10K Single Fibre SFP,22/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW55082,WOCMETHG55083,LBADVA71192300916,,ADVA 201,Monaghan,G.Moran,N/A - Adva Electrical Port,15/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54977,CNCRETHGM54978,LBADVA71185102165,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,15/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,WM0011 Harrys Hotel - THREE,NA,N/A,,1-877748081,NOKIA 7210 SAS-MXP,LONGFORD,N.Sexton,N/A,15/10/2019,N/A,24/10/2019,1,1,0,0,0,0,0,1
Ballymount Stores,MCI WorldCom International,WOCMETHW55080,WOCMETHG55081,LBADVA71192004008,,ADVA 201,Monaghan,S.Davidson,N/A - Adva Electrical Port,16/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Host Ireland,HOSTETHW54876,HOSTETHG54877,LBADVA71192300926,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,16/10/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Magnet Networks Ltd,MAGNETHW55074,MAGNETHG55075,LBADVA71192301025,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,16/10/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Bank Of Ireland,BOIDETHW55286,BOIDETHGIPCI55287,LBADVA71191603102,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,17/10/2019,Adva 10K Single Fibre SFP,29/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW55219,WOCMETHG55220,800009f0030080ead1b870,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,18/10/2019,Adva 10K Single Fibre SFP,29/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Speedy hire Ltd,SPEEETHW55013,SPEEETHGIP55014,LBADVA71192003887,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,18/10/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW54960,COLTETHGIP54961,LBADVA71192003899,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,18/10/2019,Adva 10K Single Fibre SFP,25/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Welltell,WTELETHW54998,WTELETHG54999,LBADVA71192301054,,ADVA 201,Kildare,D.Carty,N/A - Adva Electrical Port,18/10/2019,Adva 10K Dual Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Host Ireland,HOSTETHW54833,HOSTETHG54834,LBADVA71192301076,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,21/10/2019,Adva 10K Single Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW55277,WOCMETHG55278,LBADVA71192300941,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,21/10/2019,Adva 10K Single Fibre SFP,24/10/2019,1,1,0,1,0,0,0,0
